timestamp_sim_ms,ue_id,serving_cell_id,desired_signal_power_dBm,intra_cell_interference_dBm,inter_cell_interference_dBm,external_interference_dBm,total_interference_plus_noise_dBm,pre_eq_sinr_dB,post_eq_sinr_dB,dominant_interferer_cell_id,dominant_interferer_share_percent,interference_limited_flag,source_block,direction,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,beam_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
63,3,1,-77.5756436607845,not_recorded_by_active_channel_runtime_runtime,110,not_recorded_by_active_channel_runtime_runtime,110,29.4605359402932,39.4446903754184,not_recorded_by_active_channel_runtime_runtime,not_recorded_by_active_channel_runtime_runtime,0,air_interface_trial_row,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_channel_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildNoiseInterferenceTable,implemented,runtime_timeseries,air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv|reports/csv/live_coverage_layer.csv,not_applicable,0,1
63,5,1,-96.4942067195256,not_recorded_by_active_channel_runtime_runtime,110,not_recorded_by_active_channel_runtime_runtime,110,9.24062623969157,20.8696184745171,not_recorded_by_active_channel_runtime_runtime,not_recorded_by_active_channel_runtime_runtime,0,air_interface_trial_row,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_channel_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildNoiseInterferenceTable,implemented,runtime_timeseries,air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv|reports/csv/live_coverage_layer.csv,not_applicable,0,1
63,7,1,-92.8605448894889,not_recorded_by_active_channel_runtime_runtime,110,not_recorded_by_active_channel_runtime_runtime,110,15.8308344794288,24.3222700113384,not_recorded_by_active_channel_runtime_runtime,not_recorded_by_active_channel_runtime_runtime,0,air_interface_trial_row,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_channel_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildNoiseInterferenceTable,implemented,runtime_timeseries,air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv|reports/csv/live_coverage_layer.csv,not_applicable,0,1
63,9,1,-104.852923959096,not_recorded_by_active_channel_runtime_runtime,110,not_recorded_by_active_channel_runtime_runtime,110,11.4148938985053,12.610368303274,not_recorded_by_active_channel_runtime_runtime,not_recorded_by_active_channel_runtime_runtime,0,air_interface_trial_row,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_channel_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildNoiseInterferenceTable,implemented,runtime_timeseries,air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv|reports/csv/live_coverage_layer.csv,not_applicable,0,1
63,14,1,-107.5466636194,not_recorded_by_active_channel_runtime_runtime,110,not_recorded_by_active_channel_runtime_runtime,110,5.90359887972013,9.433347041507,not_recorded_by_active_channel_runtime_runtime,not_recorded_by_active_channel_runtime_runtime,0,air_interface_trial_row,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_channel_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildNoiseInterferenceTable,implemented,runtime_timeseries,air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv|reports/csv/live_coverage_layer.csv,not_applicable,0,1
63,19,1,-86.4346730482329,not_recorded_by_active_channel_runtime_runtime,110,not_recorded_by_active_channel_runtime_runtime,110,14.4209846616062,30.6545767848233,not_recorded_by_active_channel_runtime_runtime,not_recorded_by_active_channel_runtime_runtime,0,air_interface_trial_row,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_channel_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildNoiseInterferenceTable,implemented,runtime_timeseries,air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv|reports/csv/live_coverage_layer.csv,not_applicable,0,1
63,26,1,-88.8893641856281,not_recorded_by_active_channel_runtime_runtime,110,not_recorded_by_active_channel_runtime_runtime,110,17.5718560078711,28.3572433635823,not_recorded_by_active_channel_runtime_runtime,not_recorded_by_active_channel_runtime_runtime,0,air_interface_trial_row,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_channel_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildNoiseInterferenceTable,implemented,runtime_timeseries,air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv|reports/csv/live_coverage_layer.csv,not_applicable,0,1
63,27,1,-109.638765289707,not_recorded_by_active_channel_runtime_runtime,110,not_recorded_by_active_channel_runtime_runtime,110,3.82560628960549,7.40219237435299,not_recorded_by_active_channel_runtime_runtime,not_recorded_by_active_channel_runtime_runtime,0,air_interface_trial_row,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_channel_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildNoiseInterferenceTable,implemented,runtime_timeseries,air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv|reports/csv/live_coverage_layer.csv,not_applicable,0,1
63,43,1,-87.3193634421714,not_recorded_by_active_channel_runtime_runtime,110,not_recorded_by_active_channel_runtime_runtime,110,25.2630841564956,29.4463451626909,not_recorded_by_active_channel_runtime_runtime,not_recorded_by_active_channel_runtime_runtime,0,air_interface_trial_row,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_channel_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildNoiseInterferenceTable,implemented,runtime_timeseries,air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv|reports/csv/live_coverage_layer.csv,not_applicable,0,1
63,47,1,-63.5841348696648,not_recorded_by_active_channel_runtime_runtime,110,not_recorded_by_active_channel_runtime_runtime,110,38.7781649240913,53.7321356145399,not_recorded_by_active_channel_runtime_runtime,not_recorded_by_active_channel_runtime_runtime,0,air_interface_trial_row,DL,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_channel_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildNoiseInterferenceTable,implemented,runtime_timeseries,air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv|reports/csv/live_coverage_layer.csv,not_applicable,0,1
